,NAME,Median Household,state,county,Unnamed: 4
420,"Hunterdon County, New Jersey",103605,34,19,
421,"Mercer County, New Jersey",74961,34,21,
422,"Middlesex County, New Jersey",77682,34,23,
423,"Monmouth County, New Jersey",88413,34,25,
424,"Morris County, New Jersey",100579,34,27,
425,"Ocean County, New Jersey",63653,34,29,
426,"Passaic County, New Jersey",58804,34,31,
427,"Salem County, New Jersey",57377,34,33,
428,"Somerset County, New Jersey",100301,34,35,
429,"Sussex County, New Jersey",82075,34,37,
430,"Union County, New Jersey",69032,34,39,
431,"Warren County, New Jersey",71444,34,41,
432,"Bernalillo County, New Mexico",47134,35,1,
433,"Chaves County, New Mexico",39696,35,5,
434,"Doña Ana County, New Mexico",39502,35,13,
435,"Lea County, New Mexico",61351,35,25,
436,"McKinley County, New Mexico",27041,35,31,
437,"Otero County, New Mexico",42603,35,35,
438,"Sandoval County, New Mexico",55398,35,43,
439,"San Juan County, New Mexico",48773,35,45,
440,"Santa Fe County, New Mexico",52809,35,49,
441,"Valencia County, New Mexico",37628,35,61,
442,"Albany County, New York",60655,36,1,
443,"Bronx County, New York",33712,36,5,
444,"Broome County, New York",46776,36,7,
445,"Cattaraugus County, New York",44320,36,9,
446,"Cayuga County, New York",53780,36,11,
447,"Chautauqua County, New York",41808,36,13,
448,"Chemung County, New York",50232,36,15,
449,"Clinton County, New York",53575,36,19,
450,"Dutchess County, New York",71165,36,27,
451,"Erie County, New York",50132,36,29,
452,"Jefferson County, New York",51086,36,45,
453,"Kings County, New York",47966,36,47,
454,"Livingston County, New York",48456,36,51,
455,"Madison County, New York",51873,36,53,
456,"Monroe County, New York",51217,36,55,
457,"Nassau County, New York",99035,36,59,
458,"New York County, New York",76089,36,61,
459,"Niagara County, New York",49700,36,63,
460,"Oneida County, New York",48803,36,65,
461,"Onondaga County, New York",52947,36,67,
462,"Ontario County, New York",59093,36,69,
463,"Orange County, New York",70240,36,71,
464,"Oswego County, New York",47013,36,75,
465,"Putnam County, New York",97483,36,79,
466,"Queens County, New York",57241,36,81,
467,"Rensselaer County, New York",61457,36,83,
468,"Richmond County, New York",71121,36,85,
469,"Rockland County, New York",85037,36,87,
470,"St. Lawrence County, New York",43758,36,89,
471,"Saratoga County, New York",72354,36,91,
472,"Schenectady County, New York",57587,36,93,
473,"Steuben County, New York",46889,36,101,
474,"Suffolk County, New York",86266,36,103,
475,"Sullivan County, New York",53219,36,105,
476,"Tompkins County, New York",52885,36,109,
477,"Ulster County, New York",58093,36,111,
478,"Warren County, New York",57294,36,113,
479,"Wayne County, New York",45951,36,117,
480,"Westchester County, New York",83477,36,119,
481,"Alamance County, North Carolina",39576,37,1,
482,"Brunswick County, North Carolina",46721,37,19,
483,"Buncombe County, North Carolina",47671,37,21,
484,"Burke County, North Carolina",37086,37,23,
485,"Cabarrus County, North Carolina",54347,37,25,
486,"Caldwell County, North Carolina",37876,37,27,
487,"Carteret County, North Carolina",48881,37,31,
488,"Catawba County, North Carolina",44677,37,35,
489,"Chatham County, North Carolina",54229,37,37,
490,"Cleveland County, North Carolina",37433,37,45,
491,"Craven County, North Carolina",43380,37,49,
492,"Cumberland County, North Carolina",42248,37,51,
493,"Davidson County, North Carolina",42201,37,57,
494,"Durham County, North Carolina",50504,37,63,
495,"Forsyth County, North Carolina",45220,37,67,
496,"Gaston County, North Carolina",41011,37,71,
497,"Guilford County, North Carolina",44069,37,81,
498,"Harnett County, North Carolina",44880,37,85,
499,"Henderson County, North Carolina",47335,37,89,
500,"Iredell County, North Carolina",54384,37,97,
501,"Johnston County, North Carolina",48851,37,101,
502,"Lincoln County, North Carolina",48131,37,109,
503,"Mecklenburg County, North Carolina",58841,37,119,
504,"Moore County, North Carolina",51328,37,125,
505,"Nash County, North Carolina",43209,37,127,
506,"New Hanover County, North Carolina",49982,37,129,
507,"Onslow County, North Carolina",47581,37,133,
508,"Orange County, North Carolina",59658,37,135,
509,"Pitt County, North Carolina",41632,37,147,
510,"Randolph County, North Carolina",41107,37,151,
511,"Robeson County, North Carolina",29889,37,155,
512,"Rockingham County, North Carolina",38878,37,157,
513,"Rowan County, North Carolina",45978,37,159,
514,"Rutherford County, North Carolina",34347,37,161,
515,"Surry County, North Carolina",36511,37,171,
516,"Union County, North Carolina",62898,37,179,
517,"Wake County, North Carolina",66634,37,183,
518,"Wayne County, North Carolina",35966,37,191,
519,"Wilkes County, North Carolina",30743,37,193,
520,"Wilson County, North Carolina",38774,37,195,
521,"Burleigh County, North Dakota",68339,38,15,
522,"Cass County, North Dakota",52604,38,17,
523,"Grand Forks County, North Dakota",49532,38,35,
524,"Ward County, North Dakota",66570,38,101,
525,"Allen County, Ohio",42701,39,3,
526,"Ashtabula County, Ohio",39079,39,7,
527,"Belmont County, Ohio",42079,39,13,
528,"Butler County, Ohio",58730,39,17,
529,"Clark County, Ohio",41729,39,23,
530,"Clermont County, Ohio",62554,39,25,
531,"Columbiana County, Ohio",42640,39,29,
532,"Cuyahoga County, Ohio",44016,39,35,
533,"Delaware County, Ohio",96949,39,41,
534,"Erie County, Ohio",48734,39,43,
535,"Fairfield County, Ohio",59933,39,45,
536,"Franklin County, Ohio",53180,39,49,
537,"Geauga County, Ohio",72001,39,55,
538,"Greene County, Ohio",58396,39,57,
539,"Hamilton County, Ohio",48770,39,61,
540,"Hancock County, Ohio",50898,39,63,
541,"Jefferson County, Ohio",40293,39,81,
542,"Lake County, Ohio",58721,39,85,
543,"Licking County, Ohio",57654,39,89,
544,"Lorain County, Ohio",52082,39,93,
545,"Lucas County, Ohio",42132,39,95,
546,"Mahoning County, Ohio",41134,39,99,
547,"Marion County, Ohio",39233,39,101,
548,"Medina County, Ohio",67969,39,103,
549,"Miami County, Ohio",51087,39,109,
550,"Montgomery County, Ohio",42644,39,113,
551,"Muskingum County, Ohio",41230,39,119,
552,"Portage County, Ohio",51275,39,133,
553,"Richland County, Ohio",41548,39,139,
554,"Ross County, Ohio",40764,39,141,
555,"Scioto County, Ohio",38233,39,145,
556,"Stark County, Ohio",47713,39,151,
557,"Summit County, Ohio",50365,39,153,
558,"Trumbull County, Ohio",43039,39,155,
559,"Tuscarawas County, Ohio",46253,39,157,
560,"Warren County, Ohio",71731,39,165,
561,"Wayne County, Ohio",49988,39,169,
562,"Wood County, Ohio",54402,39,173,
563,"Canadian County, Oklahoma",68552,40,17,
564,"Cleveland County, Oklahoma",58286,40,27,
565,"Comanche County, Oklahoma",47235,40,31,
566,"Creek County, Oklahoma",47286,40,37,
567,"Muskogee County, Oklahoma",42756,40,101,
568,"Oklahoma County, Oklahoma",48183,40,109,
569,"Payne County, Oklahoma",38642,40,119,
570,"Pottawatomie County, Oklahoma",46839,40,125,
571,"Rogers County, Oklahoma",55626,40,131,
572,"Tulsa County, Oklahoma",50460,40,143,
573,"Wagoner County, Oklahoma",59170,40,145,
574,"Benton County, Oregon",52486,41,3,
575,"Clackamas County, Oregon",65316,41,5,
576,"Deschutes County, Oregon",52006,41,17,
577,"Douglas County, Oregon",42000,41,19,
578,"Jackson County, Oregon",44918,41,29,
579,"Josephine County, Oregon",36870,41,33,
580,"Klamath County, Oregon",39148,41,35,
581,"Lane County, Oregon",44877,41,39,
582,"Linn County, Oregon",43428,41,43,
583,"Marion County, Oregon",48620,41,47,
584,"Multnomah County, Oregon",53660,41,51,
585,"Polk County, Oregon",51893,41,53,
586,"Umatilla County, Oregon",44402,41,59,
587,"Washington County, Oregon",66136,41,67,
588,"Yamhill County, Oregon",52255,41,71,
589,"Adams County, Pennsylvania",61543,42,1,
590,"Allegheny County, Pennsylvania",52400,42,3,
591,"Armstrong County, Pennsylvania",44946,42,5,
592,"Beaver County, Pennsylvania",51222,42,7,
593,"Berks County, Pennsylvania",56059,42,11,
594,"Blair County, Pennsylvania",44019,42,13,
595,"Bucks County, Pennsylvania",77917,42,17,
596,"Butler County, Pennsylvania",60782,42,19,
597,"Cambria County, Pennsylvania",43224,42,21,
598,"Carbon County, Pennsylvania",50023,42,25,
599,"Centre County, Pennsylvania",51367,42,27,
600,"Chester County, Pennsylvania",85373,42,29,
601,"Clearfield County, Pennsylvania",39592,42,33,
602,"Columbia County, Pennsylvania",48540,42,37,
603,"Crawford County, Pennsylvania",44598,42,39,
604,"Cumberland County, Pennsylvania",62759,42,41,
605,"Dauphin County, Pennsylvania",52975,42,43,
606,"Delaware County, Pennsylvania",62993,42,45,
607,"Erie County, Pennsylvania",45560,42,49,
608,"Fayette County, Pennsylvania",36562,42,51,
609,"Franklin County, Pennsylvania",49487,42,55,
610,"Indiana County, Pennsylvania",42431,42,63,
611,"Lackawanna County, Pennsylvania",45265,42,69,
612,"Lancaster County, Pennsylvania",57403,42,71,
613,"Lawrence County, Pennsylvania",45356,42,73,
614,"Lebanon County, Pennsylvania",54068,42,75,
615,"Lehigh County, Pennsylvania",58603,42,77,
616,"Luzerne County, Pennsylvania",44311,42,79,
617,"Lycoming County, Pennsylvania",45161,42,81,
618,"Mercer County, Pennsylvania",43574,42,85,
619,"Monroe County, Pennsylvania",63118,42,89,
620,"Montgomery County, Pennsylvania",79495,42,91,
621,"Northampton County, Pennsylvania",61879,42,95,
622,"Northumberland County, Pennsylvania",39778,42,97,
623,"Philadelphia County, Pennsylvania",39043,42,101,
624,"Schuylkill County, Pennsylvania",43044,42,107,
625,"Somerset County, Pennsylvania",46217,42,111,
626,"Washington County, Pennsylvania",56047,42,125,
627,"Westmoreland County, Pennsylvania",53844,42,129,
628,"York County, Pennsylvania",58587,42,133,
629,"Kent County, Rhode Island",62261,44,3,
630,"Newport County, Rhode Island",71799,44,5,
631,"Providence County, Rhode Island",47481,44,7,
632,"Washington County, Rhode Island",71229,44,9,
633,"Aiken County, South Carolina",48882,45,3,
634,"Anderson County, South Carolina",42837,45,7,
635,"Beaufort County, South Carolina",54996,45,13,
636,"Berkeley County, South Carolina",52427,45,15,
637,"Charleston County, South Carolina",53308,45,19,
638,"Darlington County, South Carolina",34651,45,31,
639,"Dorchester County, South Carolina",56277,45,35,
640,"Florence County, South Carolina",43148,45,41,
641,"Greenville County, South Carolina",49268,45,45,
642,"Greenwood County, South Carolina",37831,45,47,
643,"Horry County, South Carolina",43001,45,51,
644,"Lancaster County, South Carolina",44412,45,57,
645,"Laurens County, South Carolina",37638,45,59,
646,"Lexington County, South Carolina",53980,45,63,
647,"Oconee County, South Carolina",35159,45,73,
648,"Orangeburg County, South Carolina",28680,45,75,
649,"Pickens County, South Carolina",40136,45,77,
650,"Richland County, South Carolina",50028,45,79,
651,"Spartanburg County, South Carolina",43688,45,83,
652,"Sumter County, South Carolina",36633,45,85,
653,"York County, South Carolina",52565,45,91,
654,"Minnehaha County, South Dakota",54829,46,99,
655,"Pennington County, South Dakota",47838,46,103,
656,"Anderson County, Tennessee",47821,47,1,
657,"Blount County, Tennessee",46819,47,9,
658,"Bradley County, Tennessee",42563,47,11,
659,"Davidson County, Tennessee",47993,47,37,
660,"Greene County, Tennessee",36694,47,59,
661,"Hamilton County, Tennessee",48379,47,65,
662,"Knox County, Tennessee",46860,47,93,
663,"Madison County, Tennessee",42412,47,113,
664,"Maury County, Tennessee",53990,47,119,
665,"Montgomery County, Tennessee",50941,47,125,
666,"Putnam County, Tennessee",35516,47,141,
667,"Robertson County, Tennessee",51883,47,147,
668,"Rutherford County, Tennessee",52502,47,149,
669,"Sevier County, Tennessee",39175,47,155,
670,"Shelby County, Tennessee",43938,47,157,
671,"Sullivan County, Tennessee",38251,47,163,
672,"Sumner County, Tennessee",58316,47,165,
673,"Washington County, Tennessee",42950,47,179,
674,"Williamson County, Tennessee",93337,47,187,
675,"Wilson County, Tennessee",59685,47,189,
676,"Angelina County, Texas",42156,48,5,
677,"Bastrop County, Texas",53631,48,21,
678,"Bell County, Texas",51221,48,27,
679,"Bexar County, Texas",50760,48,29,
680,"Bowie County, Texas",40493,48,37,
681,"Brazoria County, Texas",74799,48,39,
682,"Brazos County, Texas",40973,48,41,
683,"Cameron County, Texas",32093,48,61,
684,"Collin County, Texas",86040,48,85,
685,"Comal County, Texas",62389,48,91,
686,"Coryell County, Texas",47042,48,99,
687,"Dallas County, Texas",50076,48,113,
688,"Denton County, Texas",74196,48,121,
689,"Ector County, Texas",58701,48,135,
690,"Ellis County, Texas",60294,48,139,
691,"El Paso County, Texas",40170,48,141,
692,"Fort Bend County, Texas",87973,48,157,
693,"Galveston County, Texas",57991,48,167,
694,"Grayson County, Texas",52058,48,181,
695,"Gregg County, Texas",50917,48,183,
696,"Guadalupe County, Texas",61538,48,187,
697,"Harris County, Texas",54178,48,201,
698,"Harrison County, Texas",49490,48,203,
699,"Hays County, Texas",59085,48,209,
700,"Henderson County, Texas",41112,48,213,
701,"Hidalgo County, Texas",34801,48,215,
702,"Hunt County, Texas",42038,48,231,
703,"Jefferson County, Texas",40652,48,245,
704,"Johnson County, Texas",55739,48,251,
705,"Kaufman County, Texas",56098,48,257,
706,"Liberty County, Texas",44188,48,291,
707,"Lubbock County, Texas",46076,48,303,
708,"McLennan County, Texas",43609,48,309,
709,"Midland County, Texas",77711,48,329,
710,"Montgomery County, Texas",70243,48,339,
711,"Nacogdoches County, Texas",39326,48,347,
712,"Nueces County, Texas",51817,48,355,
713,"Orange County, Texas",46809,48,361,
714,"Parker County, Texas",68882,48,367,
715,"Potter County, Texas",38324,48,375,
716,"Randall County, Texas",65749,48,381,
717,"Rockwall County, Texas",80407,48,397,
718,"San Patricio County, Texas",53877,48,409,
719,"Smith County, Texas",43958,48,423,
720,"Tarrant County, Texas",58099,48,439,
721,"Taylor County, Texas",45907,48,441,
722,"Tom Green County, Texas",44959,48,451,
723,"Travis County, Texas",61787,48,453,
724,"Victoria County, Texas",50245,48,469,
725,"Walker County, Texas",38483,48,471,
726,"Webb County, Texas",38312,48,479,
727,"Wichita County, Texas",42996,48,485,
728,"Williamson County, Texas",72453,48,491,
729,"Cache County, Utah",51556,49,5,
730,"Davis County, Utah",70440,49,11,
731,"Salt Lake County, Utah",62672,49,35,
732,"Utah County, Utah",60944,49,49,
733,"Washington County, Utah",49981,49,53,
734,"Weber County, Utah",59604,49,57,
735,"Chittenden County, Vermont",62004,50,7,
736,"Albemarle County, Virginia",64722,51,3,
737,"Arlington County, Virginia",109266,51,13,
738,"Augusta County, Virginia",58322,51,15,
739,"Bedford County, Virginia",56996,51,19,
740,"Chesterfield County, Virginia",72878,51,41,
741,"Fairfax County, Virginia",110674,51,59,
742,"Fauquier County, Virginia",91987,51,61,
743,"Frederick County, Virginia",66167,51,69,
744,"Hanover County, Virginia",83756,51,85,
745,"Henrico County, Virginia",62460,51,87,
746,"James City County, Virginia",72622,51,95,
747,"Loudoun County, Virginia",122294,51,107,
748,"Montgomery County, Virginia",42052,51,121,
749,"Prince William County, Virginia",92104,51,153,
750,"Roanoke County, Virginia",62091,51,161,
751,"Rockingham County, Virginia",56112,51,165,
752,"Spotsylvania County, Virginia",75686,51,177,
753,"Stafford County, Virginia",93422,51,179,
754,"York County, Virginia",81636,51,199,
755,"Alexandria city, Virginia",86809,51,510,
756,"Chesapeake city, Virginia",66712,51,550,
757,"Hampton city, Virginia",47312,51,650,
758,"Lynchburg city, Virginia",40594,51,680,
759,"Newport News city, Virginia",49602,51,700,
760,"Norfolk city, Virginia",43186,51,710,
761,"Portsmouth city, Virginia",44905,51,740,
762,"Richmond city, Virginia",43054,51,760,
763,"Roanoke city, Virginia",41697,51,770,
764,"Suffolk city, Virginia",62079,51,800,
765,"Virginia Beach city, Virginia",68816,51,810,
766,"Benton County, Washington",58093,53,5,
767,"Chelan County, Washington",50177,53,7,
768,"Clallam County, Washington",46469,53,9,
769,"Clark County, Washington",61741,53,11,
770,"Cowlitz County, Washington",42223,53,15,
771,"Franklin County, Washington",57890,53,21,
772,"Grant County, Washington",51949,53,25,
773,"Grays Harbor County, Washington",43356,53,27,
774,"Island County, Washington",59934,53,29,
775,"King County, Washington",75834,53,33,
776,"Kitsap County, Washington",61794,53,35,
777,"Lewis County, Washington",43575,53,41,
778,"Pierce County, Washington",60496,53,53,
779,"Skagit County, Washington",50558,53,57,
780,"Snohomish County, Washington",71984,53,61,
781,"Spokane County, Washington",50249,53,63,
782,"Thurston County, Washington",61609,53,67,
783,"Whatcom County, Washington",53665,53,73,
784,"Yakima County, Washington",44648,53,77,
785,"Berkeley County, West Virginia",58754,54,3,
786,"Cabell County, West Virginia",34046,54,11,
787,"Harrison County, West Virginia",41333,54,33,
788,"Kanawha County, West Virginia",44186,54,39,
789,"Monongalia County, West Virginia",41955,54,61,
790,"Raleigh County, West Virginia",40561,54,81,
791,"Wood County, West Virginia",42014,54,107,
792,"Brown County, Wisconsin",53392,55,9,
793,"Dane County, Wisconsin",61582,55,25,
794,"Dodge County, Wisconsin",53139,55,27,
795,"Eau Claire County, Wisconsin",47043,55,35,
796,"Fond du Lac County, Wisconsin",51717,55,39,
797,"Jefferson County, Wisconsin",55675,55,55,
798,"Kenosha County, Wisconsin",52787,55,59,
799,"La Crosse County, Wisconsin",48872,55,63,
800,"Manitowoc County, Wisconsin",45136,55,71,
801,"Marathon County, Wisconsin",53300,55,73,
802,"Milwaukee County, Wisconsin",42765,55,79,
803,"Outagamie County, Wisconsin",58118,55,87,
804,"Ozaukee County, Wisconsin",72103,55,89,
805,"Portage County, Wisconsin",51399,55,97,
806,"Racine County, Wisconsin",54525,55,101,
807,"Rock County, Wisconsin",50610,55,105,
808,"St. Croix County, Wisconsin",76024,55,109,
809,"Sheboygan County, Wisconsin",54042,55,117,
810,"Walworth County, Wisconsin",52277,55,127,
811,"Washington County, Wisconsin",68424,55,131,
812,"Waukesha County, Wisconsin",76053,55,133,
813,"Winnebago County, Wisconsin",52387,55,139,
814,"Wood County, Wisconsin",50831,55,141,
815,"Laramie County, Wyoming",57551,56,21,
816,"Natrona County, Wyoming",56392,56,25,
817,"Arecibo Municipio, Puerto Rico",16325,72,13,
818,"Bayamón Municipio, Puerto Rico",25271,72,21,
819,"Caguas Municipio, Puerto Rico",24145,72,25,
820,"Carolina Municipio, Puerto Rico",28792,72,31,
821,"Guaynabo Municipio, Puerto Rico",32064,72,61,
822,"Mayagüez Municipio, Puerto Rico",14108,72,97,
823,"Ponce Municipio, Puerto Rico",15935,72,113,
824,"San Juan Municipio, Puerto Rico",20234,72,127,
825,"Toa Alta Municipio, Puerto Rico",29341,72,135,
826,"Toa Baja Municipio, Puerto Rico",22166,72,137,
827,"Trujillo Alto Municipio, Puerto Rico",25972,72,139,
